pk_cid,probabilidad_em_acount
1278042,0.9337334098802036
1282142,0.9328475974922008
1174377,0.9319301654256844
1219192,0.9312251651494086
1182603,0.9310589129207731
1334733,0.9300336221620088
1343367,0.9298531495213507
1222434,0.9293713461927702
1139418,0.9290895433323152
1175121,0.9279616355077366
1312136,0.9279426553922694
1188416,0.9278682447994582
1185132,0.9277903266074785
1304987,0.9276100028808262
1343481,0.9275857620277538
1333709,0.9266766908572474
1352306,0.9266032428645338
1176045,0.9262378715787082
1177352,0.9261765451431061
1219461,0.9260910623346171
1373687,0.9259394920751928
1143334,0.925749610812141
1328297,0.9255351836101479
1323686,0.9253844278341579
1294330,0.9252699276484658
1322434,0.9250971013610051
1277246,0.9250856723606633
1270879,0.9250668981294431
1346626,0.924951589465931
1218540,0.9243862994142198
1273534,0.9242528484448468
1310787,0.9235393267396059
1348441,0.9233633078354285
1189027,0.9231636699257141
1319095,0.9230887849067861
1296751,0.9230788626548044
1293194,0.9229789716705296
1139629,0.9228462602002001
1154437,0.9227757789643185
1141754,0.9226475577332502
1332983,0.9220246042712242
1276580,0.9219802529036976
1358585,0.9218509660284584
1283906,0.9217916773866693
1277278,0.9217202997621664
1214240,0.9215765353539201
1284821,0.9215611671159959
1192549,0.9215003478390853
1285668,0.9213549368419367
1332361,0.9212901411013055
1188368,0.9211890744180793
1171409,0.9211780436082962
1317336,0.920978730553586
1200749,0.9209069766103471
1269412,0.9209068885871657
1273380,0.9208044156670984
1276963,0.9206493378486872
1283361,0.9205677369369593
1177768,0.9204329164965268
1302885,0.9202679170294681
1226461,0.9201364517025697
1199972,0.920080943064303
1154370,0.9200683583561797
1323501,0.9199645212787583
1324833,0.9199272018137438
1163907,0.9197218402262856
1327561,0.9197062848489664
1170243,0.9195038531298418
1276830,0.9194037159859478
1214299,0.9193900727618542
1357727,0.919263781833563
1204250,0.9191839394510812
1358335,0.9190635815158235
1183984,0.9189298046182273
1268469,0.9188755337947754
1306194,0.9188709759381776
1183778,0.9187845592694788
1323906,0.9187837025396784
1271258,0.9187507670011734
1141993,0.9186854202849825
1184936,0.9186303496368775
1277357,0.918527652968034
1281118,0.9184381133595927
1146269,0.9183817790719111
1169633,0.9183016072393777
1145952,0.9182716351097179
1153431,0.918212634852316
1183510,0.9180609156448094
1209484,0.9179417083783658
1288433,0.9177079986975485
1279082,0.9176560268911544
1211875,0.9175787085851059
1280877,0.9172298814226428
1284639,0.9171260795398416
1193345,0.9171191260080294
1289007,0.9171106977723555
1323334,0.9170615624871064
1313470,0.9169829538184922
1148496,0.9167584450997179
1282878,0.9167425211567525
1344359,0.91673809103507
1319405,0.9166689671721315
1277338,0.9166005380431034
1289214,0.9165853067074871
1303421,0.9165438209875054
1332455,0.9164766761909207
1183845,0.9164593232125103
1312725,0.9164190945882273
1291381,0.9164077003367097
1154521,0.9163931875665796
1152739,0.9163850801923491
1271196,0.9162450021347314
1164590,0.9162333795869393
1351077,0.9161658287657091
1148732,0.9160936272500166
1278190,0.9159993395036466
1280476,0.915866208064139
1321826,0.9158629928472175
1296895,0.9158094693521878
1318250,0.9157859752417538
1160305,0.9156472970268722
1218514,0.9155783153437477
1142948,0.915465928743188
1190466,0.9154143118051401
1318600,0.915378288259144
1161447,0.9153240598803165
1204917,0.9152821407939778
1207271,0.915098878867023
1169659,0.9150834974231253
1345354,0.9150617397520739
1274695,0.9149608316958362
1160003,0.9149456504749762
1159787,0.9148733082507005
1165575,0.9148733082507005
1190516,0.9148088039106497
1159859,0.9147498689349272
1289659,0.9147252592436524
1343382,0.9146630069487113
1314444,0.9146162956203912
1163371,0.9145504005777885
1159910,0.9145246993063444
1341355,0.9145165261259944
1209385,0.9144781625286484
1169473,0.91440212679857
1170394,0.91440212679857
1166987,0.9142565892651692
1293112,0.9142173045463746
1317187,0.9141312777094096
1174543,0.9141288452363932
1142070,0.9139623078639509
1275552,0.9139511713258089
1309722,0.9138857826732457
1314730,0.913734877812182
1345791,0.9137336495445713
1334854,0.9136910527321296
1216210,0.9135771585827164
1305556,0.9134461856003122
1178028,0.9133964534726075
1357455,0.9132846315853171
1169037,0.9132676440419513
1143777,0.913208805627118
1300620,0.9131695566197177
1180776,0.9127252209973826
1274441,0.9126532178767394
1316384,0.9126117278710264
1188948,0.9125467502260434
1282177,0.9124643631062778
1309559,0.912455635777263
1219360,0.9124233445238207
1205991,0.9124199347643295
1300936,0.9123801552634906
1353429,0.9123614437972952
1290023,0.9123327995386838
1150998,0.9119758989345095
1198403,0.9119280744147513
1215818,0.9119083710603834
1223488,0.9117607558256073
1203932,0.9117573225941411
1336225,0.9117412115618616
1296624,0.9116221118798432
1182589,0.9115644285987453
1149871,0.9115546641289448
1198064,0.9113497977073169
1235853,0.9112734548576585
1230057,0.9111290699909489
1306433,0.9110412244599939
1358455,0.9110257625749836
1300880,0.9110048904803716
1159402,0.910975626886533
1297625,0.9109547567771937
1170398,0.9109101384293312
1150209,0.910454557470103
1203739,0.9104357333809605
1148535,0.9102886630615427
1210825,0.9102026021321131
1335867,0.9101542698444208
1158570,0.909997319627408
1159226,0.9099795506810953
1147391,0.9099668175637711
1337784,0.9098151374468307
1214290,0.9096623941268867
1164005,0.9096162826886566
1153326,0.9096081156048594
1229300,0.9096011294455348
1307598,0.909563508356775
1186176,0.9095093277882352
1164429,0.9094922416089725
1156672,0.9094688761639659
1176373,0.9094460300741781
1270886,0.909397594757431
1173601,0.909350029906235
1355603,0.9093473799801869
1320977,0.9093160110269881
1167667,0.9093010878277216
1161107,0.909223676036378
1364261,0.9091973598277904
1195626,0.9091714190827019
1196657,0.9091508884773924
1316762,0.9091506333489616
1177773,0.9091342350614021
1275301,0.9090237534049918
1152920,0.9090001161751116
1220163,0.908967134279793
1343645,0.9089015805004872
1291536,0.9088164385098249
1198216,0.9087767867586684
1356720,0.9087469414727567
1366358,0.908736359196919
1150404,0.9086933120411607
1150839,0.9085627196276825
1284484,0.9084697799484187
1219997,0.908433427522021
1196310,0.908354536313127
1142252,0.908255397696434
1192550,0.9081562398138914
1319800,0.9081279520105741
1331559,0.9081059200747185
1141957,0.9080956378308772
1319488,0.9080824837439584
1338889,0.9079843966324572
1335794,0.9077614339134019
1327291,0.9077316894088513
1306462,0.9076867818776685
1309598,0.9076616955228709
1168703,0.9076191132689526
1287630,0.907498146032857
1218696,0.9073998764777312
1307543,0.9072137997352893
1356276,0.9071454147684777
1148727,0.907138251711846
1145121,0.9071205908995851
1183782,0.9070864007682854
1323934,0.9070658817921827
1328936,0.9070658817921827
1360025,0.9070628915005705
1196138,0.9070228906925518
1146169,0.9069139903777632
1328492,0.9068719200549483
1344219,0.9068560215305308
1304281,0.906776214728467
1325993,0.9067438264481353
1163957,0.9067173496835107
1163902,0.9065350893015468
1320388,0.9064274129579313
1317825,0.9064075213339513
1294427,0.9063416254380757
1361418,0.9062808161956434
1307486,0.9060902438962836
1304458,0.9060902438962836
1185221,0.9059949111661993
1360140,0.9059138959231889
1330410,0.9058931220435178
1204409,0.9057735757311491
1142994,0.9057587566709763
1145188,0.9056578238911349
1161207,0.9056448087534232
1276684,0.9056424111874982
1216738,0.9056063840910521
1183762,0.905478498950469
1232523,0.9054504291381882
1354028,0.9054215594511127
1342425,0.9053739436676036
1337435,0.9053739436676036
1196252,0.9053008662315482
1307363,0.9052574678689879
1145677,0.9052339405777394
1337671,0.9052191692705059
1180895,0.9052099896768485
1203548,0.9050079835799864
1360880,0.9049589716869131
1371944,0.9049321966089158
1166759,0.9047355420089404
1337638,0.9047297251958061
1297851,0.9046923281445785
1312322,0.9046416931555374
1161386,0.904530954018349
1190955,0.9044851951148609
1312306,0.9043881783781437
1159798,0.9043726042804072
1351186,0.904199719628836
1220279,0.9041431226848833
1334287,0.9041404495507762
1227371,0.9040826313386084
1229477,0.9039063546965065
1174567,0.903849610363179
1192730,0.9038181208210765
1224356,0.9038034334751268
1335795,0.9037921273012784
1319464,0.9037734508616779
1339121,0.9037442823199187
1230647,0.9037380813264313
1188600,0.9037152574484698
1188488,0.9037146403593019
1288002,0.9036998342520828
1305085,0.9036668052350197
1360248,0.9036580618214826
1227969,0.9036458475027922
1191823,0.9035895304543273
1177926,0.9034897778699553
1190892,0.9034724090372831
1335706,0.9034542368353943
1276859,0.9034031585472843
1359346,0.9033021289249507
1206079,0.9032134820621254
1188124,0.9032134820621254
1321039,0.9032075906742324
1228068,0.9032012902424742
1312177,0.9031203658517867
1205762,0.9030740610587764
1344044,0.9029199759566247
1150898,0.9028978761795332
1314457,0.9028189331463362
1340674,0.9028093157985613
1331777,0.9028093157985613
1208629,0.9028009298641272
1183137,0.9027735569959427
1190818,0.9026966460162648
1358860,0.9026876126433806
1203539,0.9026712422089198
1293193,0.9026116510522448
1321894,0.9025736774262132
1356871,0.9024688693186608
1360924,0.9024128646831976
1351227,0.9023120159946545
1218270,0.9022968900799001
1168819,0.9022708303716879
1356722,0.9022542000139073
1306223,0.9022289515901699
1286306,0.902221799295351
1329188,0.9022197970116709
1327154,0.9022008460710119
1188891,0.9021348123526104
1357569,0.9020855534038907
1232914,0.9020847845150043
1292685,0.9020533581693652
1229092,0.9019639886072234
1296799,0.9019356631434594
1198898,0.9019242112687306
1332153,0.9018000486279296
1332123,0.9017326817272581
1195914,0.9016782265056531
1307929,0.9016744728493976
1309674,0.9016709183183913
1305074,0.9016660399007222
1174897,0.9016604833107067
1360790,0.90164832675171
1329165,0.9016351618513685
1198451,0.9015785496742096
1310241,0.9015457798870457
1333688,0.901543360655233
1168128,0.9015422619937054
1190424,0.9015030918209929
1174362,0.9013927705623737
1217985,0.9013429791673396
1311028,0.9013262516444436
1342480,0.9012658482134965
1293741,0.901241261705756
1153888,0.9011985086522566
1315920,0.9011943083020598
1231755,0.9010881480677096
1220164,0.9010740594898601
1327956,0.9010533037122639
1307795,0.9010425183636471
1201573,0.9009921728709284
1354048,0.9009785091327716
1235677,0.9008429007721973
1142568,0.900800902020203
1304211,0.900776845312851
1296652,0.9007736264822093
1343687,0.9006763688756981
1147093,0.9005887903954547
1368049,0.9005002449540274
1313754,0.9004565232451572
1143898,0.9003414783096026
1347380,0.9002743794374273
1323905,0.9002319019057697
1326890,0.9001879593685131
1360190,0.900155323835686
1338852,0.9001531757718798
1340776,0.9001309275031817
1368152,0.9001057045007345
1342535,0.9000413176228064
1336997,0.8999822380215763
1349960,0.8999594053853226
1175156,0.8999260133700939
1147651,0.8997724539777704
1328811,0.8995985210649464
1195178,0.8995404563686138
1344388,0.8994913484673887
1228347,0.899469163810595
1195370,0.8993985521122192
1223205,0.8993651887655534
1214638,0.8992596370787588
1337836,0.899241988976759
1190352,0.8991750615637697
1321008,0.8990079530607787
1354836,0.8989050671217
1183647,0.8988208946946897
1344895,0.8987795631852479
1143225,0.8987701513285473
1338117,0.8986589468015022
1372046,0.8986503426086707
1142472,0.8986353730093998
1323332,0.8985703715556527
1135415,0.8984804618432229
1282439,0.8984113149224748
1146275,0.8983454385523066
1143097,0.8982025058765724
1347960,0.8980464115744767
1217750,0.8978890728433925
1306821,0.8978643221978585
1364826,0.8978372867117179
1278387,0.8977075696630067
1274293,0.8977075696630067
1278403,0.8977075696630067
1180150,0.8976862539729825
1187375,0.8976832068563816
1183702,0.8976634898549579
1179689,0.8976261164902646
1275390,0.8976147682748273
1323883,0.8975903054424959
1346225,0.8975294790941988
1319080,0.8975220952596314
1219279,0.8974901881580083
1143162,0.8974793458553567
1313773,0.8974015741465792
1195870,0.8973339638591039
1150303,0.8972848245223561
1218553,0.8972448758534946
1220462,0.8972385087207473
1144066,0.8972374430441571
1180089,0.8972352022883437
1294602,0.8972102725581146
1290444,0.897196514086566
1144153,0.8971592125625742
1209308,0.8971439748060631
1191150,0.8966956091283261
1205681,0.8966944435516623
1192880,0.8965967075881422
1181238,0.89647566249742
1159031,0.8963179127257306
1314907,0.8962942044537879
1201249,0.8962613597798381
1283603,0.8962477148923955
1220474,0.8962289329818037
1200366,0.8961820940831554
